provider_id,specialty,region,beneficiary_count,claims_per_beneficiary,avg_allowed_amount,risk_adjustment_score,high_level_code_rate,duplicate_claim_rate,modifier_59_rate,weekend_service_rate,denial_rate,referral_concentration,peer_z_allowed,total_allowed_amount,injected_typology,review_flag
NPI2000001804,Home Health,West,198,5.03,372.29,1.06,0.077,0.013,0.065,0.003,0.164,0.072,2.84,394734.27,No injected typology,0
NPI2000001805,Oncology,Midwest,335,8.13,297.62,0.68,0.026,0.031,0.047,0.034,0.133,0.234,-0.42,552942.84,No injected typology,0
NPI2000001806,Lab,Midwest,277,4.61,327.22,0.8,0.272,0.064,0.046,0.007,0.224,0.241,0.57,331903.8,No injected typology,0
NPI2000001807,Pain Management,Midwest,208,7.64,342.37,0.98,0.391,0.021,0.867,0.146,0.032,0.184,3.99,534309.79,Unbundling/modifier abuse,1
NPI2000001808,Internal Medicine,South,96,7.7,318.6,1.23,0.25,0.384,0.264,0.061,0.251,0.313,1.56,288466.04,Duplicate billing,1
NPI2000001809,Cardiology,South,370,6.97,204.68,1.25,0.055,0.025,0.056,0.029,0.115,0.185,0.8,662400.55,No injected typology,0
NPI2000001810,Internal Medicine,West,127,9.86,699.55,0.69,0.314,0.005,0.057,0.066,0.013,0.335,0.92,606669.53,No injected typology,0
NPI2000001811,Radiology,Northeast,533,3.18,435.82,1.09,0.204,0.077,0.091,0.016,0.092,0.631,-1.87,808228.25,No injected typology,0
NPI2000001812,Internal Medicine,West,163,7.97,387.14,0.97,0.062,0.045,0.037,0.028,0.095,0.123,-0.51,488090.89,No injected typology,0
NPI2000001813,Home Health,Northeast,300,6.59,168.61,1.28,0.193,0.098,0.059,0.654,0.064,0.649,-1.99,426107.89,Impossible frequency,1
NPI2000001814,Orthopedics,West,281,5.8,246.57,0.85,0.136,0.021,0.032,0.102,0.132,0.213,-1.34,342120.21,No injected typology,0
NPI2000001815,Pain Management,West,121,6.71,442.27,1.19,0.106,0.037,0.019,0.065,0.138,0.159,-0.12,426466.7,No injected typology,0
NPI2000001816,Radiology,West,157,5.77,209.67,1.29,0.105,0.052,0.103,0.138,0.148,0.025,0.85,245309.44,No injected typology,0
NPI2000001817,Cardiology,Midwest,326,6.13,270.67,1.2,0.168,0.041,0.304,0.028,0.036,0.202,0.71,646488.3,No injected typology,0
NPI2000001818,Internal Medicine,Midwest,128,4.66,356.42,1.17,0.034,0.018,0.108,0.051,0.097,0.208,-0.16,248600.5,No injected typology,0
NPI2000001819,Cardiology,Midwest,269,4.91,586.19,1.01,0.236,0.11,0.124,0.075,0.014,0.166,0.29,780596.19,No injected typology,0
NPI2000001820,Oncology,Midwest,141,9.06,434.9,1.44,0.169,0.005,0.213,0.047,0.075,0.08,-1.35,797649.92,No injected typology,0
NPI2000001821,DME Supplier,South,241,8.8,87.18,1.14,0.102,0.026,0.136,0.102,0.11,0.292,-1.0,210909.07,No injected typology,0
NPI2000001822,Cardiology,South,182,5.94,200.56,1.18,0.162,0.072,0.061,0.042,0.091,0.309,0.39,255401.35,No injected typology,0
NPI2000001823,Internal Medicine,West,191,6.85,474.77,1.49,0.878,0.035,0.097,0.02,0.079,0.44,3.3,927893.03,Upcoding,1
NPI2000001824,Internal Medicine,Midwest,360,3.83,339.14,0.95,0.44,0.01,0.301,0.171,0.115,0.396,-0.58,444880.6,No injected typology,0
NPI2000001825,Orthopedics,Northeast,97,8.29,461.71,1.12,0.075,0.008,0.021,0.053,0.161,0.298,-0.14,415737.2,No injected typology,0
NPI2000001826,Home Health,Northeast,92,4.77,475.31,0.94,0.276,0.017,0.018,0.033,0.008,0.299,-0.03,196476.02,No injected typology,0
NPI2000001827,Pain Management,West,54,6.32,538.14,0.97,0.402,0.058,0.026,0.036,0.164,0.05,-0.52,178205.64,No injected typology,0
NPI2000001828,Lab,South,1017,8.78,398.13,1.16,0.086,0.046,0.174,0.033,0.073,0.508,-0.54,4138890.72,No injected typology,0
NPI2000001829,Oncology,West,127,5.53,850.17,1.25,0.358,0.023,0.135,0.045,0.089,0.515,-1.48,746539.47,No injected typology,0
NPI2000001830,DME Supplier,Northeast,324,7.52,625.69,0.92,0.311,0.073,0.083,0.025,0.06,0.077,0.4,1407505.69,No injected typology,0
NPI2000001831,Orthopedics,Midwest,135,5.12,643.93,0.97,0.12,0.034,0.056,0.059,0.094,0.392,1.03,429866.33,No injected typology,0
NPI2000001832,Radiology,South,122,6.94,889.14,0.88,0.147,0.014,0.062,0.004,0.275,0.087,-1.39,663488.39,No injected typology,0
NPI2000001833,Internal Medicine,South,101,6.31,638.12,0.8,0.158,0.111,0.128,0.067,0.277,0.208,2.12,326528.47,No injected typology,0
NPI2000001834,Radiology,South,571,7.79,527.94,1.24,0.016,0.078,0.084,0.049,0.15,0.077,0.83,2908658.58,No injected typology,0
NPI2000001835,Lab,West,101,7.37,466.87,0.73,0.218,0.39,0.017,0.055,0.011,0.086,-0.15,254873.82,Duplicate billing,1
NPI2000001836,Radiology,Northeast,90,6.52,485.41,1.24,0.818,0.015,0.354,0.122,0.045,0.051,5.19,352274.91,Upcoding,1
NPI2000001837,Internal Medicine,Northeast,209,6.15,397.02,0.55,0.401,0.031,0.089,0.033,0.122,0.363,-0.71,280894.2,No injected typology,0
NPI2000001838,DME Supplier,West,235,7.23,385.94,1.0,0.052,0.029,0.027,0.06,0.095,0.406,1.46,652988.05,No injected typology,0
NPI2000001839,Lab,Midwest,205,7.3,557.8,1.17,0.158,0.085,0.098,0.059,0.044,0.068,-0.83,975057.75,No injected typology,0
NPI2000001840,Orthopedics,South,89,3.15,459.19,0.87,0.32,0.005,0.018,0.052,0.031,0.42,-0.52,112401.75,No injected typology,0
NPI2000001841,Lab,West,173,7.5,174.19,0.96,0.491,0.017,0.123,0.021,0.223,0.238,-0.39,217718.33,No injected typology,0
NPI2000001842,Internal Medicine,Northeast,272,3.85,358.07,0.88,0.103,0.013,0.013,0.179,0.018,0.227,-0.63,331181.65,No injected typology,0
NPI2000001843,DME Supplier,Midwest,107,7.28,390.81,1.03,0.3,0.041,0.288,0.054,0.043,0.173,0.71,312533.09,No injected typology,0
NPI2000001844,DME Supplier,West,429,6.09,451.94,1.18,0.186,0.098,0.174,0.094,0.021,0.391,-0.63,1386336.11,No injected typology,0
NPI2000001845,Radiology,Midwest,120,5.63,313.95,0.94,0.104,0.025,0.22,0.086,0.021,0.27,-0.17,199677.42,No injected typology,0
NPI2000001846,Orthopedics,West,218,7.03,430.73,0.94,0.368,0.066,0.077,0.022,0.18,0.22,-0.87,620682.76,No injected typology,0
NPI2000001847,Cardiology,South,185,5.42,180.92,0.74,0.335,0.032,0.119,0.038,0.112,0.029,-0.84,133632.04,No injected typology,0
NPI2000001848,Radiology,South,136,5.94,735.07,0.88,0.237,0.027,0.237,0.014,0.006,0.126,-1.41,525645.33,No injected typology,0
NPI2000001849,Internal Medicine,Northeast,306,6.41,664.52,0.72,0.219,0.13,0.195,0.03,0.168,0.559,0.75,939560.25,No injected typology,0
NPI2000001850,Orthopedics,Northeast,70,4.3,328.65,1.16,0.293,0.013,0.2,0.041,0.226,0.603,1.52,115038.03,No injected typology,0
NPI2000001851,Pain Management,South,157,6.68,559.79,1.24,0.088,0.067,0.045,0.042,0.103,0.436,-0.74,727792.84,No injected typology,0
NPI2000001852,Radiology,South,79,8.05,296.74,0.87,0.197,0.136,0.085,0.199,0.077,0.208,-0.67,164509.29,No injected typology,0
NPI2000001853,Orthopedics,Midwest,213,6.12,658.15,0.77,0.149,0.02,0.043,0.05,0.064,0.574,0.76,661826.25,No injected typology,0
NPI2000001854,DME Supplier,South,55,6.44,226.83,1.41,0.082,0.09,0.056,0.01,0.026,0.269,1.99,113598.96,No injected typology,0
NPI2000001855,Home Health,West,243,7.03,474.79,1.27,0.27,0.073,0.044,0.115,0.229,0.341,1.81,1029185.97,No injected typology,0
NPI2000001856,Home Health,Northeast,113,7.15,197.56,0.81,0.023,0.033,0.094,0.205,0.176,0.252,0.43,129508.09,No injected typology,0
NPI2000001857,Oncology,Midwest,285,5.82,527.05,1.23,0.344,0.003,0.078,0.118,0.033,0.261,0.43,1074720.65,No injected typology,0
NPI2000001858,Pain Management,West,130,6.72,411.03,0.76,0.432,0.011,0.068,0.064,0.094,0.119,-1.02,272325.57,No injected typology,0
NPI2000001859,DME Supplier,Northeast,425,9.09,575.87,0.68,0.181,0.067,0.039,0.052,0.115,0.252,-0.79,1522958.74,No injected typology,0
NPI2000001860,Internal Medicine,Midwest,143,5.59,378.7,1.06,0.09,0.046,0.0,0.008,0.002,0.327,0.85,320466.11,No injected typology,0
NPI2000001861,Internal Medicine,South,133,5.76,316.06,0.86,0.583,0.109,0.077,0.123,0.071,0.224,0.26,207534.65,No injected typology,0
NPI2000001862,Cardiology,West,115,4.99,135.3,1.52,0.19,0.008,0.061,0.004,0.087,0.327,-1.05,118057.41,No injected typology,0
NPI2000001863,Cardiology,South,127,6.61,304.41,0.83,0.336,0.094,0.176,0.055,0.169,0.265,0.48,211332.96,No injected typology,0
NPI2000001864,DME Supplier,Northeast,68,8.04,307.28,1.19,0.224,0.011,0.137,0.056,0.008,0.244,-0.84,199997.16,No injected typology,0
NPI2000001865,Internal Medicine,Midwest,179,9.41,165.09,1.26,0.182,0.001,0.095,0.083,0.257,0.206,-0.32,350018.94,No injected typology,0
NPI2000001866,DME Supplier,Northeast,57,5.18,381.6,1.13,0.109,0.078,0.101,0.042,0.251,0.189,0.12,127487.69,No injected typology,0
NPI2000001867,Lab,Northeast,152,5.18,582.13,1.27,0.217,0.062,0.12,0.005,0.06,0.339,0.38,581232.27,No injected typology,0
NPI2000001868,Internal Medicine,Midwest,119,5.24,386.22,1.02,0.249,0.016,0.004,0.025,0.078,0.47,-0.77,245331.41,No injected typology,0
NPI2000001869,Cardiology,Midwest,130,6.26,400.61,1.17,0.335,0.024,0.098,0.073,0.11,0.055,-0.55,383277.83,No injected typology,0
NPI2000001870,Pain Management,South,97,7.6,289.33,0.96,0.249,0.038,0.239,0.093,0.093,0.407,0.26,205602.58,No injected typology,0
NPI2000001871,Internal Medicine,South,134,4.94,372.57,1.06,0.148,0.035,0.104,0.037,0.029,0.241,1.05,262384.42,No injected typology,0
NPI2000001872,Internal Medicine,Midwest,149,6.59,379.86,1.28,0.347,0.01,0.069,0.08,0.04,0.203,-0.73,479553.45,No injected typology,0
NPI2000001873,DME Supplier,South,179,6.28,930.92,0.72,0.145,0.046,0.302,0.187,0.096,0.118,0.88,758398.32,No injected typology,0
NPI2000001874,Orthopedics,Midwest,384,5.25,1147.94,1.33,0.191,0.081,1.0,0.025,0.125,0.22,4.68,3069981.89,Unbundling/modifier abuse,1
NPI2000001875,Lab,Midwest,132,6.3,232.58,0.95,0.113,0.005,0.073,0.016,0.325,0.217,0.46,182876.0,No injected typology,0
NPI2000001876,DME Supplier,South,251,7.14,185.79,0.66,0.275,0.057,0.021,0.005,0.253,0.191,-0.69,219050.43,No injected typology,0
NPI2000001877,Radiology,Northeast,273,7.11,355.18,1.21,0.278,0.053,0.117,0.119,0.367,0.333,-0.06,834521.27,No injected typology,0
NPI2000001878,Orthopedics,Northeast,263,6.27,252.91,1.11,0.252,0.081,0.061,0.021,0.037,0.427,1.19,463620.45,No injected typology,0
NPI2000001879,Orthopedics,Northeast,143,6.57,313.77,1.35,0.214,0.033,0.102,0.019,0.042,0.36,1.36,398375.62,No injected typology,0
NPI2000001880,Lab,Midwest,539,3.79,742.79,1.3,0.066,0.037,0.051,0.031,0.374,0.484,1.42,1974485.94,No injected typology,0
NPI2000001881,Home Health,South,68,4.11,591.74,1.11,0.783,0.079,0.123,0.101,0.38,0.197,5.78,184025.16,Upcoding,1
NPI2000001882,Oncology,West,114,6.72,624.87,1.0,0.164,0.048,0.041,0.03,0.085,0.06,0.21,480276.65,No injected typology,0
NPI2000001883,Cardiology,West,195,6.29,322.9,1.26,0.197,0.021,0.162,0.054,0.033,0.255,1.17,500187.65,No injected typology,0
NPI2000001884,Internal Medicine,Northeast,109,7.25,586.38,1.08,0.114,0.021,0.093,0.025,0.117,0.158,-1.42,500735.76,No injected typology,0
NPI2000001885,Home Health,South,177,7.34,543.87,0.69,0.328,0.026,0.128,0.161,0.059,0.176,0.24,488019.53,No injected typology,0
NPI2000001886,Internal Medicine,Northeast,238,5.12,394.96,1.08,0.468,0.022,0.027,0.069,0.213,0.331,-0.4,521381.12,No injected typology,0
NPI2000001887,Internal Medicine,South,157,7.19,429.2,0.65,0.298,0.026,0.092,0.076,0.227,0.454,2.95,315623.37,No injected typology,0
NPI2000001888,Orthopedics,West,134,4.11,182.05,1.16,0.143,0.051,0.092,0.004,0.111,0.057,-0.33,116650.56,No injected typology,0
NPI2000001889,Home Health,South,217,5.41,368.26,1.09,0.037,0.037,0.137,0.047,0.108,0.532,-0.38,471587.51,No injected typology,0
NPI2000001890,Orthopedics,South,131,5.86,590.15,0.79,0.167,0.027,0.268,0.037,0.059,0.255,0.45,356244.86,No injected typology,0
NPI2000001891,Radiology,South,115,7.15,294.57,1.12,0.326,0.053,0.138,0.082,0.161,0.132,-1.55,271743.25,No injected typology,0
NPI2000001892,Pain Management,Northeast,57,3.7,329.7,1.05,0.265,0.012,0.212,0.145,0.021,0.26,-1.3,73116.36,No injected typology,0
NPI2000001893,Cardiology,Midwest,238,7.56,326.65,1.17,0.327,0.021,0.101,0.01,0.01,0.186,-1.46,687508.7,No injected typology,0
NPI2000001894,DME Supplier,Midwest,447,3.9,387.19,0.95,0.097,0.035,0.099,0.053,0.269,0.124,-0.66,643105.92,No injected typology,0
NPI2000001895,Home Health,South,88,5.57,341.55,1.45,0.09,0.055,0.275,0.024,0.152,0.111,-1.17,242920.87,No injected typology,0
NPI2000001896,Internal Medicine,South,111,6.03,291.73,1.17,0.304,0.022,0.216,0.077,0.085,0.306,-1.04,227919.68,No injected typology,0
NPI2000001897,DME Supplier,South,352,10.75,345.04,0.69,0.234,0.042,0.194,0.074,0.116,0.166,0.13,897411.26,No injected typology,0
NPI2000001898,Internal Medicine,Midwest,77,4.79,364.45,0.93,0.189,0.039,0.053,0.082,0.039,0.365,-0.22,125230.4,No injected typology,0
NPI2000001899,Oncology,Midwest,89,7.0,356.94,1.13,0.077,0.02,0.059,0.126,0.036,0.474,0.96,251965.15,No injected typology,0
NPI2000001900,DME Supplier,South,216,8.0,247.29,0.82,0.855,0.08,0.293,0.239,0.175,0.165,3.61,350255.81,Upcoding,1
NPI2000001901,Cardiology,Northeast,164,6.39,911.04,1.23,0.236,0.014,0.199,0.059,0.078,0.213,0.68,1174310.23,No injected typology,0
NPI2000001902,Internal Medicine,Northeast,236,4.45,195.59,1.12,0.106,0.033,0.252,0.038,0.028,0.398,-0.92,229220.65,No injected typology,0
NPI2000001903,Cardiology,South,68,6.15,354.79,0.95,0.049,0.031,0.037,0.039,0.201,0.228,1.09,141144.36,No injected typology,0
NPI2000001904,Cardiology,Midwest,254,6.45,711.67,1.09,0.124,0.051,0.692,0.027,0.05,0.176,3.33,1264658.05,Unbundling/modifier abuse,1
NPI2000001905,DME Supplier,Midwest,107,6.49,181.24,1.12,0.062,0.053,0.034,0.053,0.246,0.107,-0.44,140383.37,No injected typology,0
NPI2000001906,Home Health,Midwest,319,7.16,274.99,1.08,0.34,0.132,0.203,0.165,0.085,0.131,0.12,675947.63,No injected typology,0
NPI2000001907,Radiology,West,263,4.19,475.62,0.95,0.289,0.026,0.258,0.086,0.109,0.064,0.71,495926.48,No injected typology,0
NPI2000001908,Pain Management,South,118,2.85,370.44,1.09,0.021,0.045,0.088,0.023,0.209,0.052,-0.93,136530.71,No injected typology,0
NPI2000001909,Home Health,Northeast,314,8.15,287.05,1.14,0.261,0.087,0.24,0.112,0.131,0.385,-0.38,838791.2,No injected typology,0
NPI2000001910,DME Supplier,Midwest,142,3.11,193.84,1.07,0.27,0.009,0.058,0.043,0.251,0.135,0.07,91872.15,No injected typology,0
NPI2000001911,Cardiology,Midwest,88,6.74,260.51,1.23,0.062,0.006,0.168,0.099,0.066,0.327,-0.15,190295.19,No injected typology,0
NPI2000001912,Cardiology,Midwest,125,6.7,179.88,0.85,0.016,0.032,0.036,0.021,0.028,0.327,-1.5,127817.56,No injected typology,0
NPI2000001913,Orthopedics,Midwest,71,5.88,353.9,0.98,0.151,0.064,0.061,0.113,0.086,0.211,-0.71,144653.2,No injected typology,0
NPI2000001914,Home Health,South,140,5.42,631.43,0.85,0.058,0.021,0.005,0.028,0.179,0.157,0.11,406213.15,No injected typology,0
NPI2000001915,Internal Medicine,Northeast,90,5.72,972.66,0.98,0.088,0.012,0.03,0.035,0.073,0.104,2.04,493202.19,No injected typology,0
NPI2000001916,Home Health,Midwest,324,6.19,657.38,1.09,0.065,0.012,0.016,0.029,0.058,0.151,-0.31,1442787.45,No injected typology,0
NPI2000001917,Internal Medicine,South,87,5.32,385.76,1.23,0.034,0.023,0.184,0.118,0.201,0.115,-0.58,219517.66,No injected typology,0
NPI2000001918,Internal Medicine,Midwest,340,6.02,303.85,0.78,0.169,0.096,0.088,0.075,0.242,0.252,-0.92,486884.01,No injected typology,0
NPI2000001919,Home Health,South,253,8.49,396.83,0.72,0.282,0.012,0.103,0.038,0.021,0.458,-0.98,616080.79,No injected typology,0
NPI2000001920,Lab,Midwest,60,6.01,343.68,1.24,0.004,0.44,0.348,0.003,0.061,0.268,-1.1,153877.89,Duplicate billing,1
NPI2000001921,Radiology,Midwest,149,8.07,525.29,1.04,0.146,0.006,0.034,0.074,0.233,0.397,-1.22,659580.9,No injected typology,0
NPI2000001922,Home Health,Midwest,138,7.15,355.44,0.99,0.317,0.009,0.113,0.083,0.121,0.353,-0.2,346890.35,No injected typology,0
NPI2000001923,Cardiology,West,113,8.19,441.6,1.14,0.07,0.042,0.073,0.013,0.233,0.036,-0.85,465196.49,No injected typology,0
NPI2000001924,Oncology,West,144,7.31,273.64,0.91,0.369,0.114,0.033,0.081,0.148,0.339,0.18,262139.93,No injected typology,0
NPI2000001925,Home Health,South,542,8.55,476.85,0.91,0.302,0.034,0.086,0.021,0.052,0.178,-0.11,2004201.52,No injected typology,0
NPI2000001926,Oncology,South,147,7.59,238.0,0.89,0.099,0.051,0.361,0.083,0.144,0.154,0.01,236255.57,No injected typology,0
NPI2000001927,Oncology,South,79,5.67,593.97,1.41,0.117,0.017,0.146,0.033,0.175,0.156,0.22,376283.42,No injected typology,0
NPI2000001928,Cardiology,South,94,6.32,754.71,1.12,0.11,0.002,0.316,0.039,0.136,0.579,-0.13,504451.15,No injected typology,0
NPI2000001929,Oncology,Midwest,119,9.2,634.74,0.99,0.31,0.024,0.021,0.005,0.147,0.065,1.87,687022.09,No injected typology,0
NPI2000001930,Internal Medicine,South,626,5.58,352.02,1.15,0.151,0.09,0.058,0.045,0.271,0.371,0.72,1415232.82,No injected typology,0
NPI2000001931,Home Health,South,120,9.03,667.32,1.07,0.198,0.051,0.112,0.05,0.216,0.1,-0.67,774792.3,No injected typology,0
NPI2000001932,Cardiology,West,384,5.42,266.49,0.9,0.112,0.005,0.069,0.063,0.283,0.069,-0.3,497680.9,No injected typology,0
NPI2000001933,Internal Medicine,Midwest,67,6.77,707.0,0.96,0.161,0.016,0.208,0.101,0.032,0.424,0.82,308081.46,No injected typology,0
NPI2000001934,DME Supplier,West,121,9.71,738.76,0.85,0.203,0.069,0.494,0.052,0.135,0.211,4.76,733523.5,Unbundling/modifier abuse,1
NPI2000001935,Cardiology,South,127,7.29,612.7,0.82,0.081,0.044,0.369,0.125,0.067,0.225,1.14,463635.68,No injected typology,0
NPI2000001936,Radiology,Northeast,124,5.79,478.8,1.26,0.359,0.1,0.465,0.117,0.085,0.387,3.07,434538.23,Unbundling/modifier abuse,1
NPI2000001937,Pain Management,Midwest,190,3.38,237.92,0.68,0.073,0.043,0.296,0.021,0.071,0.189,0.61,103112.85,No injected typology,0
NPI2000001938,Cardiology,West,207,7.36,395.1,1.16,0.233,0.368,0.123,0.043,0.149,0.158,-1.67,701072.56,Duplicate billing,1
NPI2000001939,Internal Medicine,Midwest,146,6.42,281.88,0.88,0.16,0.024,0.122,0.028,0.081,0.059,1.19,231698.89,No injected typology,0
NPI2000001940,Home Health,South,72,8.63,302.6,0.89,0.473,0.061,0.052,0.025,0.02,0.289,-0.33,166938.18,No injected typology,0
NPI2000001941,Home Health,West,180,5.34,395.9,1.11,0.329,0.012,0.029,0.081,0.146,0.368,0.95,423050.66,No injected typology,0
NPI2000001942,Lab,South,157,6.32,427.95,1.32,0.031,0.038,0.059,0.136,0.083,0.08,0.27,560828.56,No injected typology,0
NPI2000001943,Orthopedics,South,239,7.04,213.68,1.22,0.145,0.015,0.255,0.191,0.062,0.036,-1.07,440215.65,No injected typology,0
NPI2000001944,Oncology,West,93,7.66,192.77,1.11,0.43,0.012,0.105,0.109,0.036,0.39,-0.55,152570.11,No injected typology,0
NPI2000001945,Internal Medicine,Northeast,346,3.05,298.71,0.73,0.403,0.017,0.045,0.131,0.1,0.152,0.44,229368.72,No injected typology,0
NPI2000001946,Oncology,Midwest,195,7.67,337.65,0.55,0.062,0.001,0.078,0.036,0.085,0.67,0.8,277877.52,No injected typology,0
NPI2000001947,Radiology,West,77,7.3,450.02,1.04,0.083,0.036,0.02,0.035,0.132,0.388,0.75,263293.64,No injected typology,0
NPI2000001948,Internal Medicine,West,262,5.36,328.31,0.96,0.086,0.036,0.023,0.01,0.292,0.363,-0.53,440743.43,No injected typology,0
NPI2000001949,Oncology,Northeast,88,6.52,222.8,0.72,0.183,0.008,0.062,0.21,0.073,0.12,-0.03,92047.38,No injected typology,0
NPI2000001950,Internal Medicine,Midwest,105,4.63,164.91,1.26,0.158,0.043,0.029,0.004,0.262,0.287,0.85,100945.11,No injected typology,0
NPI2000001951,Radiology,South,135,4.24,1095.24,0.82,0.056,0.048,0.107,0.058,0.27,0.184,2.54,516374.02,No injected typology,0
NPI2000001952,Cardiology,Northeast,191,8.17,359.42,1.05,0.278,0.019,0.043,0.026,0.199,0.205,-1.13,588381.21,No injected typology,0
NPI2000001953,Home Health,Northeast,643,5.19,382.21,0.7,0.18,0.009,0.109,0.186,0.043,0.11,-1.7,896363.11,No injected typology,0
NPI2000001954,Lab,Northeast,140,7.36,396.02,1.15,0.14,0.073,0.07,0.007,0.1,0.38,-0.57,468425.71,No injected typology,0
NPI2000001955,Internal Medicine,Northeast,221,5.94,417.89,1.11,0.204,0.05,0.042,0.028,0.154,0.318,-1.35,608900.06,No injected typology,0
NPI2000001956,Orthopedics,Northeast,212,7.14,275.55,0.59,0.015,0.018,0.217,0.043,0.041,0.463,1.23,245962.31,No injected typology,0
NPI2000001957,Lab,Midwest,138,5.74,394.73,1.15,0.039,0.034,0.013,0.054,0.144,0.138,0.76,358863.31,No injected typology,0
NPI2000001958,Pain Management,West,64,8.67,561.11,1.14,0.081,0.015,0.021,0.401,0.075,0.109,0.4,354099.6,No injected typology,0
NPI2000001959,Internal Medicine,Northeast,165,3.89,258.83,1.25,0.152,0.432,0.072,0.109,0.091,0.269,0.41,208246.11,Duplicate billing,1
NPI2000001960,Internal Medicine,South,47,7.32,192.59,1.32,0.306,0.003,0.059,0.045,0.064,0.209,-0.03,87508.78,No injected typology,0
NPI2000001961,Internal Medicine,West,202,8.84,725.54,0.76,0.031,0.061,0.336,0.272,0.101,0.187,1.68,980614.44,No injected typology,0
NPI2000001962,Internal Medicine,West,67,4.77,724.02,1.15,0.205,0.019,0.042,0.034,0.092,0.429,1.0,266996.07,No injected typology,0
NPI2000001963,Orthopedics,Northeast,193,4.26,535.74,0.89,0.104,0.069,0.052,0.028,0.183,0.189,0.78,390539.44,No injected typology,0
NPI2000001964,Radiology,South,301,7.9,249.8,1.06,0.117,0.075,0.102,0.106,0.078,0.152,-1.75,628733.91,No injected typology,0
NPI2000001965,Pain Management,Northeast,104,6.81,590.02,1.06,0.19,0.072,0.089,0.007,0.188,0.398,-0.1,442450.39,No injected typology,0
NPI2000001966,Internal Medicine,Northeast,231,6.04,134.45,0.99,0.143,0.028,0.075,0.023,0.302,0.097,-2.1,185284.01,No injected typology,0
NPI2000001967,Orthopedics,West,324,8.25,565.98,0.55,0.076,0.038,0.103,0.076,0.105,0.501,0.96,832306.52,No injected typology,0
NPI2000001968,Pain Management,West,84,6.68,522.31,1.05,0.331,0.019,0.098,0.035,0.101,0.129,1.57,307721.05,No injected typology,0
